Country,cause,val
Afghanistan,Neglected tropical diseases and malaria,616.4282366
Brunei Darussalam,Chronic respiratory diseases,92.97972796
Brunei Darussalam,Skin and subcutaneous diseases,5.326486967
El Salvador,Diabetes and kidney diseases,6339.996381
Sudan,Nutritional deficiencies,795.4721936
Armenia,Neoplasms,5834.021735
Armenia,Neurological disorders,1086.370008
Montenegro,Cardiovascular diseases,3942.542997
Burundi,Unintentional injuries,2459.120537
Iraq,Self-harm and interpersonal violence,10228.83181
Iraq,Other non-communicable diseases,4394.936728
Iraq,Skin and subcutaneous diseases,55.87219152
Iraq,Enteric infections,825.8626979
Germany,Digestive diseases,48419.67576
Hungary,Self-harm and interpersonal violence,2047.250679
Grenada,Neurological disorders,25.67088625
Grenada,Mental disorders,0.000612798
San Marino,Chronic respiratory diseases,10.51102138
Sri Lanka,Cardiovascular diseases,46576.91685
Sri Lanka,Musculoskeletal disorders,75.2404168
Sri Lanka,Other non-communicable diseases,2620.210686
Tokelau,Neglected tropical diseases and malaria,0.003339179
Brunei Darussalam,Neglected tropical diseases and malaria,1.265921009
Sri Lanka,Digestive diseases,5349.965057
Argentina,Neoplasms,85208.54363
Burundi,Substance use disorders,102.1186714
Burundi,Diabetes and kidney diseases,2513.358202
Dominican Republic,Skin and subcutaneous diseases,51.05239704
Dominican Republic,Transport injuries,2723.420742
Germany,Cardiovascular diseases,364284.7205
Germany,Musculoskeletal disorders,1990.60604
American Samoa,Chronic respiratory diseases,22.94587683
American Samoa,Skin and subcutaneous diseases,3.696364497
Iraq,HIV/AIDS and sexually transmitted infections,198.6066492
Azerbaijan,Cardiovascular diseases,42137.71356
North Macedonia,Neoplasms,5430.532924
Guatemala,Skin and subcutaneous diseases,223.1211524
Guatemala,Transport injuries,3044.934215
Guinea,Digestive diseases,3915.420265
Grenada,Digestive diseases,36.85968816
Germany,Neoplasms,274087.7674
Burundi,Musculoskeletal disorders,44.12359428
Burundi,HIV/AIDS and sexually transmitted infections,2160.122546
Armenia,Cardiovascular diseases,13507.13207
Sri Lanka,Neoplasms,18724.41989
Guinea,Neoplasms,8426.391059
Guinea,Mental disorders,0.095836129
Afghanistan,Cardiovascular diseases,61995.0157
Zambia,Skin and subcutaneous diseases,129.1180397
Zambia,Transport injuries,2551.261877
Zambia,Unintentional injuries,2923.713008
Azerbaijan,Neurological disorders,1551.349095
Azerbaijan,Mental disorders,0.219254179
North Macedonia,Neglected tropical diseases and malaria,1.225448123
North Macedonia,Cardiovascular diseases,14022.64419
Tuvalu,Neglected tropical diseases and malaria,0.035994977
Afghanistan,Chronic respiratory diseases,7082.190146
Brunei Darussalam,Transport injuries,67.45535824
Brunei Darussalam,Substance use disorders,4.010048641
Brunei Darussalam,Diabetes and kidney diseases,249.6051543
Sri Lanka,Neurological disorders,5474.337597
Sri Lanka,Mental disorders,0.536240444
Armenia,Mental disorders,0.071008342
Montenegro,Other non-communicable diseases,14.6154148
American Samoa,Nutritional deficiencies,1.960493664
Germany,Neurological disorders,70676.01137
Germany,Neglected tropical diseases and malaria,18.46166812
Guatemala,Neoplasms,12605.27037
Guatemala,Mental disorders,0.091707128
Germany,Other non-communicable diseases,13930.16556
Germany,Skin and subcutaneous diseases,2198.927062
Germany,HIV/AIDS and sexually transmitted infections,450.5079272
Germany,Respiratory infections and tuberculosis,25594.1969
Germany,Enteric infections,4321.006683
Iraq,Other infectious diseases,1878.275644
Iraq,Maternal and neonatal disorders,7621.760132
Iraq,Substance use disorders,641.7051099
Iraq,Diabetes and kidney diseases,17147.21825
Sudan,Neglected tropical diseases and malaria,3147.709708
Sudan,Cardiovascular diseases,74371.25633
San Marino,Digestive diseases,14.00458341
Sri Lanka,Skin and subcutaneous diseases,106.0184056
Sri Lanka,Transport injuries,3386.129312
Sri Lanka,Other infectious diseases,1089.169318
Sri Lanka,Maternal and neonatal disorders,1177.035835
Tokelau,HIV/AIDS and sexually transmitted infections,0.14700122
Tokelau,Respiratory infections and tuberculosis,0.554332551
Tokelau,Enteric infections,0.124977384
Tokelau,Chronic respiratory diseases,0.761581146
Grenada,Self-harm and interpersonal violence,11.49658526
Argentina,Nutritional deficiencies,1330.158006
Argentina,Digestive diseases,17791.96425
Burundi,Respiratory infections and tuberculosis,15300.47834
Burundi,Enteric infections,9644.128094
Burundi,Other infectious diseases,2388.897001
Burundi,Maternal and neonatal disorders,10095.25973
Comoros,Nutritional deficiencies,65.7797855
Sri Lanka,Unintentional injuries,5050.059033
Brunei Darussalam,Nutritional deficiencies,0.861820632
Comoros,Neoplasms,544.4079971
Dominican Republic,Unintentional injuries,2070.016188
Afghanistan,Neoplasms,21247.17949
Sri Lanka,Self-harm and interpersonal violence,5483.491117
North Macedonia,Chronic respiratory diseases,652.3759566
American Samoa,Transport injuries,5.320041119
American Samoa,Unintentional injuries,13.36445798
Comoros,Neglected tropical diseases and malaria,175.9915996
Tuvalu,Chronic respiratory diseases,7.441052631
Iraq,Respiratory infections and tuberculosis,4127.138075
Jordan,Nutritional deficiencies,18.13147141
Guatemala,Unintentional injuries,4923.612851
Afghanistan,Nutritional deficiencies,1243.718937
North Macedonia,Neurological disorders,674.733905
North Macedonia,Mental disorders,0.006597768
Germany,Self-harm and interpersonal violence,12290.53155
Grenada,Unintentional injuries,26.64647223
Guinea,Neurological disorders,1663.641332
Germany,Mental disorders,23.85708463
Germany,Other infectious diseases,1357.898191
Germany,Maternal and neonatal disorders,1133.188295
Germany,Substance use disorders,8057.046719
Germany,Diabetes and kidney diseases,57597.08588
Azerbaijan,Musculoskeletal disorders,17.14571763
Azerbaijan,Other non-communicable diseases,1101.056598
Azerbaijan,Skin and subcutaneous diseases,11.72734965
Armenia,Other non-communicable diseases,732.0303179
Armenia,Skin and subcutaneous diseases,9.825480469
Tuvalu,Nutritional deficiencies,0.372470759
Sudan,Digestive diseases,6314.170453
Sudan,Neurological disorders,4356.205654
Azerbaijan,Self-harm and interpersonal violence,752.7701764
Afghanistan,Transport injuries,8499.160244
Botswana,Neglected tropical diseases and malaria,30.5890965
Argentina,Neglected tropical diseases and malaria,858.299589
Armenia,Self-harm and interpersonal violence,440.1631183
Guinea,Cardiovascular diseases,14546.95836
Montenegro,Skin and subcutaneous diseases,0.675354496
Montenegro,Transport injuries,63.83169422
Montenegro,Maternal and neonatal disorders,13.74038302
Afghanistan,Musculoskeletal disorders,168.6267762
Afghanistan,Other non-communicable diseases,19829.86551
Thailand,Neglected tropical diseases and malaria,279.3583926
American Samoa,Digestive diseases,13.60179805
Jordan,Cardiovascular diseases,11798.20449
Jordan,Musculoskeletal disorders,66.89109433
Jordan,Neoplasms,5643.406381
Brunei Darussalam,Musculoskeletal disorders,5.43078084
Brunei Darussalam,Other non-communicable diseases,68.15694581
Guatemala,Nutritional deficiencies,1846.58076
North Macedonia,Skin and subcutaneous diseases,2.922516772
North Macedonia,Transport injuries,199.3539771
Germany,Chronic respiratory diseases,45165.49489
San Marino,Unintentional injuries,6.477690096
Sudan,Chronic respiratory diseases,7190.931343
Sri Lanka,Substance use disorders,531.7597865
Sri Lanka,Diabetes and kidney diseases,18833.2075
Tokelau,Digestive diseases,0.406757922
Tokelau,Transport injuries,0.197700095
Greece,Neglected tropical diseases and malaria,8.328091088
Greece,Cardiovascular diseases,55921.15929
Brunei Darussalam,Digestive diseases,60.68417985
Brunei Darussalam,Unintentional injuries,57.67026179
Argentina,Neurological disorders,16375.26788
Argentina,Mental disorders,0.939078797
Greece,Neoplasms,35233.81306
Guyana,Neglected tropical diseases and malaria,22.61373149
Argentina,HIV/AIDS and sexually transmitted infections,1830.926601
Argentina,Respiratory infections and tuberculosis,36995.58199
Comoros,Neurological disorders,119.1626823
Comoros,Mental disorders,0.00872388
Tuvalu,Transport injuries,2.90690982
Tuvalu,Digestive diseases,4.103418683
Tuvalu,Neurological disorders,2.665671535
Jordan,Digestive diseases,1102.214789
Comoros,Chronic respiratory diseases,167.1424942
Sudan,Musculoskeletal disorders,170.7102663
Jordan,Neglected tropical diseases and malaria,7.087388849
Botswana,Cardiovascular diseases,3519.032214
North Macedonia,Self-harm and interpersonal violence,254.9626625
Afghanistan,Digestive diseases,6928.919129
Afghanistan,Neurological disorders,3433.604482
Azerbaijan,Other infectious diseases,339.2396222
Azerbaijan,Maternal and neonatal disorders,1857.76889
Azerbaijan,Substance use disorders,263.3225899
Azerbaijan,Diabetes and kidney diseases,3539.575741
Guatemala,Musculoskeletal disorders,214.6658126
Guatemala,Other non-communicable diseases,2258.679651
Greece,Chronic respiratory diseases,6399.324642
Brunei Darussalam,HIV/AIDS and sexually transmitted infections,6.078947451
Brunei Darussalam,Respiratory infections and tuberculosis,101.4649014
Brunei Darussalam,Enteric infections,3.129157908
Brunei Darussalam,Other infectious diseases,13.40639399
Brunei Darussalam,Maternal and neonatal disorders,25.54929207
Afghanistan,Unintentional injuries,9905.891902
Armenia,Transport injuries,251.0266507
Armenia,Substance use disorders,79.11755564
Armenia,Diabetes and kidney diseases,1683.629625
Botswana,Chronic respiratory diseases,649.0443742
North Macedonia,Substance use disorders,40.1029772
North Macedonia,Diabetes and kidney diseases,1427.16482
Azerbaijan,Neglected tropical diseases and malaria,11.94951292
Montenegro,Substance use disorders,9.434757685
Montenegro,Diabetes and kidney diseases,278.9499281
Comoros,Cardiovascular diseases,1142.700604
Comoros,Musculoskeletal disorders,4.986499673
Comoros,Other non-communicable diseases,119.5931337
Sudan,Self-harm and interpersonal violence,2981.523535
Argentina,Chronic respiratory diseases,19348.12346
Guinea,Musculoskeletal disorders,54.79954064
Guinea,Other non-communicable diseases,4999.276566
Guinea,HIV/AIDS and sexually transmitted infections,4594.799121
Guinea,Respiratory infections and tuberculosis,17965.66097
American Samoa,Neurological disorders,11.86509401
Jordan,Other non-communicable diseases,1617.781288
Jordan,HIV/AIDS and sexually transmitted infections,67.73471633
Jordan,Respiratory infections and tuberculosis,1083.52799
Jordan,Enteric infections,109.1608032
Jordan,Mental disorders,0.058801706
Guinea-Bissau,Nutritional deficiencies,100.3133704
Thailand,Chronic respiratory diseases,23924.78025
Afghanistan,Skin and subcutaneous diseases,84.58927685
Afghanistan,Respiratory infections and tuberculosis,22337.79106
Afghanistan,Enteric infections,5190.271249
Afghanistan,Other infectious diseases,12305.29401
Afghanistan,Maternal and neonatal disorders,27739.01949
Afghanistan,Substance use disorders,553.0333053
Afghanistan,Diabetes and kidney diseases,10525.09077
Guatemala,Digestive diseases,8569.990593
Guatemala,Neurological disorders,2918.729795
Germany,Transport injuries,4865.834378
Thailand,Neoplasms,115544.487
Tokelau,Unintentional injuries,0.218100431
Sudan,Skin and subcutaneous diseases,111.7900909
Sudan,Transport injuries,7595.520324
Tuvalu,Self-harm and interpersonal violence,2.82764323
Botswana,Other non-communicable diseases,301.6314692
Botswana,Skin and subcutaneous diseases,25.76701207
Thailand,Cardiovascular diseases,115830.2782
Greece,Neurological disorders,9130.985282
Greece,Mental disorders,1.494415588
Argentina,Self-harm and interpersonal violence,7915.309035
Guyana,Chronic respiratory diseases,118.5745698
Chile,Nutritional deficiencies,575.9192599
Japan,Nutritional deficiencies,1832.284918
Japan,Neoplasms,442473.7526
Guinea-Bissau,Musculoskeletal disorders,9.131081738
Guinea-Bissau,Other non-communicable diseases,598.404866
Guinea-Bissau,HIV/AIDS and sexually transmitted infections,1130.16145
Guinea-Bissau,Respiratory infections and tuberculosis,1839.165373
Guinea-Bissau,Enteric infections,1283.716723
Jordan,Neurological disorders,1093.970672
Greece,Skin and subcutaneous diseases,69.06249365
Greece,Transport injuries,1338.969123
Comoros,Digestive diseases,298.6048923
Comoros,Unintentional injuries,144.7530207
Jordan,Chronic respiratory diseases,855.995213
Jordan,Skin and subcutaneous diseases,46.85855961
Sudan,Other non-communicable diseases,12730.9506
Sudan,HIV/AIDS and sexually transmitted infections,6160.993557
Sudan,Respiratory infections and tuberculosis,8139.503932
Sudan,Enteric infections,7212.562443
Montenegro,Neglected tropical diseases and malaria,1.044897352
American Samoa,Neoplasms,68.35111767
Tuvalu,Unintentional injuries,2.769588204
Guinea-Bissau,Digestive diseases,738.8373476
Guinea-Bissau,Unintentional injuries,423.9267166
Thailand,Transport injuries,20546.87378
Thailand,Unintentional injuries,16142.81221
American Samoa,Musculoskeletal disorders,0.692079669
American Samoa,Other non-communicable diseases,12.60112737
Georgia,Neoplasms,8327.388983
Afghanistan,Mental disorders,0.060545544
Afghanistan,Self-harm and interpersonal violence,31029.85457
Georgia,Neglected tropical diseases and malaria,10.78177086
Guatemala,HIV/AIDS and sexually transmitted infections,684.7218818
Guatemala,Respiratory infections and tuberculosis,10320.58743
Guatemala,Enteric infections,2947.296116
Guatemala,Other infectious diseases,498.1268815
Guatemala,Maternal and neonatal disorders,3338.898067
Guatemala,Substance use disorders,1987.559818
Guatemala,Diabetes and kidney diseases,12688.7289
Azerbaijan,Neoplasms,11912.63662
Botswana,Digestive diseases,785.3710546
Azerbaijan,Chronic respiratory diseases,2005.93876
Sri Lanka,HIV/AIDS and sexually transmitted infections,63.24962669
Sri Lanka,Respiratory infections and tuberculosis,5581.971843
